ID,Type,Medium,Title,Year,Director,Watched,AdditionalInfo,Franchise,Prequels,Sequels,FranchiseComplete,MissingParts,Runtime,Genre,Summary,Writer,Music,Cinematography,CostumeDesign,Cast
The_Wild_Robot_2024,Movie,BluRay,The Wild Robot,2024,Chris Sanders,YES,,NO,,,,,102,"Animation, Drama, Coming-of-Age","A movie that leaves me with tears pouring down my face and questioning if Ratatouille should still be my favorite animated movie of all time. It comes in as a definitive close second and might even overtake it at some point as time passes. The Wild Robot is genuinely one of the most beautiful films I have ever seen both visually and dramaturgically. I can see how it will mean different things to different people and I can definitely see how even I will see different things in the movie as life goes on. This movie is truly art and if it doesn't win the Oscar this year, it will be the second Robot-Animation film in a row to be snubbed for Best Animated Feature.","Chris Sanders, Peter Brown",Kris Bowers,Chris Stover,,"Lupita Nyong'o, Pedro Pascal, Kit Connor, Bill Nighy, Stephanie Hsu, Ving Rhames, Mark Hamill, Catherine O'Hara, Matt Berry"
The_Zookeepers_Wife_2017,Movie,DVD,The Zookeeper's Wife,2017,Niki Caro,YES,,NO,,,,,122,"History, War, Drama",,,,,,
They_2001,Movie,DVD,They,2001,Robert Harmon,NO,,NO,,,,,90,Unknown,,,,,,
Thor_Ragnarok_2017,Movie,BluRay,Thor: Ragnarok,2017,Taika Waititi,YES,,YES,,,NO,"Thor, Thor - The Dark Kingdom, Thor: Love and Thunder",130,"Fantasy, Comedy, SciFi",The movie that introduced me to Taika Waititi. This is very likely my favorite Marvel movie and deservingly so. It started Matt Damon's weird cameo-phase. Chris Hemsworth is just *chef's kiss* and Cate Blanchett as Hela is one of the best casts ever. Also Taika doing a little role himself and let's not forget about Tessa Thompson and Jeff freaking Goldblum. Incredible.,"Eric Peason, Craig Kyle, Christopher L. Yost",Mark Mothersbaugh,Javier Aguirresarobe,Mayes C. Rubeo,"Christ Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Mark Ruffalo, Anthony Hopkins, Benedict Cumberbatch, Taika Waititi, "
Ticket_to_Paradise_2022,Movie,DVD,Ticket to Paradise,2022,Ol Parker,YES,,NO,,,,,104,"Comedy, Romance, Adventure",,,,,,
Tomb_Raider_2018,Movie,BluRay,Tomb Raider,2018,Roar Uthaug,YES,,NO,,,,,118,"Action, Adventure",,,,,,
Top_Gun_1986,Movie,DVD,Top Gun,1986,Tony Scott,NO,,YES,,,NO,Top Gun: Maverick,105,"Action, Thriller",,,,,,
Toy_Story_1995,Movie,DVD,Toy Story,1995,John Lasseter,YES,,YES,,"Toy Story 2, Toy Story 3",NO,Toy Story 4,78,"Animation, Adventure, Fantasy",,,,,,
Toy_Story_2_1999,Movie,DVD,Toy Story 2,1999,John Lasseter,YES,,YES,Toy Story,Toy Story 3,NO,Toy Story 4,89,"Animation, Adventure, Fantasy",,,,,,
Toy_Story_3_2010,Movie,DVD,Toy Story 3,2010,Lee Unkrich,YES,,YES,"Toy Story, Toy Story 2",,NO,Toy Story 4,98,"Animation, Adventure, Fantasy",,,,,,
Trolls_2016,Movie,DVD,Trolls,2016,Mike Mitchell,YES,,YES,,"Trolls World Tour, Trolls Band Together",YES,,88,"Animation, Musical, Comedy",,,,,,
Trolls_Band_Together_2023,Movie,DVD,Trolls Band Together,2023,"Walt Dohrn, Tim Heitz",NO,,YES,"Trolls, Trolls World Tour",,YES,,91,"Animation, Musical, Comedy",,,,,,
Trolls_World_Tour_2020,Movie,DVD,Trolls World Tour,2020,"Walt Dohrn, David P. Smith",YES,,YES,Trolls,Trolls Band Together,YES,,91,"Animation, Musical, Comedy",,,,,,
True_Grit_2010,Movie,DVD,True Grit,2010,"Ethan Coen, Joel Coen",YES,,NO,,,,,106,"Western, Drama, Coming-of-Age",,,,,,
Unbreakable_2000,Movie,DVD,Unbreakable,2000,M. Night Shyamalan,YES,,YES,,"Split, Glass",YES,,102,"Drama, Mystery, Action",,,,,,
Up_in_the_Air_2009,Movie,DVD,Up in the Air,2009,Jason Reitman,YES,,NO,,,,,105,Drama,,,,,,
Us_2019,Movie,DVD,Us,2019,Jordan Peele,YES,,NO,,,,,111,"Horror, Mystery, Drama",,,,,,
Venom_2018,Movie,DVD,Venom,2018,Ruben Fleischer,YES,,YES,,,NO,Venom: Let There Be Carnage,108,"Action, Fantasy, SciFi",,,,,,
Vice_2018,Movie,DVD,Vice,2018,Adam McKay,YES,,NO,,,,,129,"Drama, History, Biography",Incredible acting performance and brilliant editing. Christian Bale is unrecognizable and Amy Adams is also great. Adam McKay is always a reason to watch a movie.,,,,,
Vox_Lux_2018,Movie,DVD,Vox Lux,2018,Brady Corbet,YES,,NO,,,,,114,Drama,This movie made me think and sometimes scenes come flashing back to my memory out of nowhere. Obviously it has great performances with Natalie Portman and Jude Law in it and I feel like I moved on from it too quickly. I want to give it a rewatch and continue one of my screenplay ideas from there.,"Brady Corbet, Mona Fastvold",Scott Walker,Lol Crawley,Keri Langerman,"Natalie Portman, Jude Law, Stacey Martin, Jennifer Ehle, Christopher Abbott"
Waking_Ned_Devine_1998,Movie,DVD,Waking Ned Devine,1998,Kirk Jones,YES,,NO,,,,,87,"Comedy, Adventure","We watched this in school before heading to Ireland for a trip that changed my life. This shows the beautiful landscape of Ireland, has a funny plot and above all of course Irish accents.",,,,,
War_for_the_Planet_of_the_Apes_2017,Movie,BluRay,War for the Planet of the Apes,2017,Matt Reeves,YES,,YES,Rise of the Planet of the Apes,,NO,"Dawn of the Planet of the Apes, Kingdom of the Planet of the Apes",140,"Action, SciFi, Drama",,,,,,
Watchmen_2019,Series,DVD,Watchmen,2019,Damon Lindelof,YES,,NO,,,,,56,"SciFi, Drama, Mystery",,,,,,
Were_the_Millers_2013,Movie,DVD,We're the Millers,2013,Rawson Marshall Thurber,YES,,NO,,,,,106,"Comedy, Adventure",,,,,,
Whered_you_go_Bernadette_2019,Movie,DVD,"Where'd you go, Bernadette",2019,Richard Linklater,YES,,NO,,,,,105,Drama,"It's and odd one. It was only 5€ though and less than I would have paid at the cinema so, still worth it.","Richard Linklater, Holly Gent, Vincent Palmo Jr.","Sam Lipman, Graham Reynolds",Shane F. Kelly,Karl Perkins,"Cate Blanchett, Billy Crudup, Emma Nelson, Kristen Wiig, Zoë Chao"
Whiplash_2014,Movie,BluRay,Whiplash,2014,Damien Chazelle,YES,,NO,,,,,107,"Drama, Thriller",Not my tempo. But exactly my taste. Damien Chazelle proving his genius by creating this Thriller of some sort that is an absolute masterpiece.,,,,,
Whiskey_Tango_Foxtrot_2016,Movie,DVD,Whiskey Tango Foxtrot,2016,"Glenn Ficarra, John Requa",YES,,NO,,,,,107,"Comedy, Adventure",,,,,,
Who_Am_I_2014,Movie,DVD,Who Am I,2014,Baran bo Odar,YES,,NO,,,,,102,"Action, Thriller, SciFi",,,,,,
Widows_2018,Movie,DVD,Widows,2018,Steve McQueen,YES,,NO,,,,,124,"Thriller, Action, Drama",,,,,,
Winchester_2018,Movie,BluRay,Winchester,2018,"Michael Spierig, Peter Spierig",NO,,NO,,,,,109,Horror,,,,,,
Wind_River_2017,Movie,DVD,Wind River,2017,Taylor Sheridan,NO,,NO,,,,,103,Drama,,,,,,
Wonder_Woman_2017,Movie,DVD,Wonder Woman,2017,Patty Jenkins,YES,,YES,,Wonder Woman 1984,YES,,135,"Action, Fantasy, Drama",,,,,,
Wonder_Woman_1984_2020,Movie,BluRay,Wonder Woman 1984,2020,Patty Jenkins,NO,,YES,Wonder Woman,,YES,,153,"Action, Fantasy, Drama",,,,,,
World_War_Z_2013,Movie,DVD,World War Z,2013,Marc Forster,YES,,NO,,,,,112,"Thriller, Fantasy, Drama",,,,,,
XMen_2000,Movie,DVD,X-Men,2000,Bryan Singer,YES,,YES,"X-Men: First Class, X-Men: Days of the Future Past, X-Men: Apocalypse, X-Men: Dark Pheonix","X-Men United, X-Men: The Last Stand ",YES,,100,"Action, Fantasy, SciFi",,,,,,
XMen_United_2003,Movie,DVD,X-Men United,2003,Bryan Singer,YES,,YES,"X-Men: First Class, X-Men: Days of the Future Past, X-Men: Apocalypse, X-Men: Dark Pheonix, X-Men",X-Men: The Last Stand ,YES,,128,"Action, Fantasy, SciFi",,,,,,
XMen_Apocalypse_2016,Movie,DVD,X-Men: Apocalypse,2016,Bryan Singer,YES,,YES,"X-Men: First Class, X-Men: Days of the Future Past","X-Men: Dark Pheonix, X-Men, X-Men United, X-Men: The Last Stand ",YES,,138,"Action, Fantasy, SciFi",,,,,,
XMen_Dark_Pheonix_2019,Movie,DVD,X-Men: Dark Pheonix,2019,Simon Kinberg,YES,,YES,"X-Men: First Class, X-Men: Days of the Future Past, X-Men: Apocalypse","X-Men, X-Men United, X-Men: The Last Stand ",YES,,109,"Action, Fantasy, SciFi",,,,,,
XMen_Days_of_Future_Past_2014,Movie,DVD,X-Men: Days of Future Past,2014,Bryan Singer,YES,,YES,X-Men: First Class,"X-Men: Apocalypse, X-Men: Dark Pheonix, X-Men, X-Men United, X-Men: The Last Stand ",YES,,126,"Action, Fantasy, SciFi",,,,,,
XMen_First_Class_2011,Movie,DVD,X-Men: First Class,2011,Matthew Vaughn,YES,,YES,,"X-Men: First Class, X-Men: Days of the Future Past, X-Men: Apocalypse, X-Men: Dark Pheonix, X-Men, X-Men United, X-Men: The Last Stand ",YES,,126,"Action, Fantasy, SciFi",,,,,,
XMen_The_Last_Stand_2006,Movie,DVD,X-Men: The Last Stand,2006,Brett Ratner,YES,,YES,"X-Men: First Class, X-Men: Days of the Future Past, X-Men: Apocalypse, X-Men: Dark Pheonix, X-Men, X-Men United",,YES,,100,"Action, Fantasy, SciFi",,,,,,
Z_for_Zachariah_2015,Movie,BluRay,Z for Zachariah,2015,Craig Zobel,YES,,NO,,,,,98,"Drama, SciFi, Thriller",,,,,,
Zero_Dark_Thirty_2012,Movie,BluRay,Zero Dark Thirty,2012,Kathryn Bigelow,YES,,NO,,,,,157,"History, Drama, War","I'm the motherf***** who found this place. A movie that has you on the edge of your seat, infuriates you and gets your blood pumping. ",,,,,
Zombieland_2009,Movie,DVD,Zombieland,2009,Ruben Fleischer,YES,,YES,,Zombieland: Double Tap,YES,,84,"Comedy, Fantasy, Action",,,,,,
Zombieland_Double_Tap_2019,Movie,BluRay,Zombieland: Double Tap,2019,Ruben Fleischer,YES,,YES,Zombieland,,YES,,99,"Comedy, Fantasy, Action",,,,,,
Zootopia_2016,Movie,DVD,Zootopia,2016,"Byron Howard, Rich Moore",YES,,NO,,,,,104,"Animation, Adventure, Coming-of-Age",A wonderful metaphor animated beautifully and the little jokes here and there for the people that look closer are the cream on top. I am excited for the sequel and the technology behind how they animated the different furs is amazing.,,,,,
The_Kids_Are_Alright_2010,Movie,DVD,The Kids Are Alright,2010,Lisa Cholodenko,NO,,NO,,,,,106,"Comedy, Drama, Romance",,"Lisa Cholodenko, Stuart Blumberg",Carter Burwell,Igor Jadue-Lillo,Mary Claire Hannan,"Annette Bening, Julianne Moore, Mark Ruffalo, Mia Wasikowska, Josh Hutcherson, Yaya DaCosta"
A_Room_With_A_View_1985,Movie,DVD,A Room with a View,1985,James Ivory,NO,,NO,,,,,117,"Drama, Romance",,"E.M. Forster, Ruth Prawer Jhabvala",Richard Robbins,Tony Pierce-Roberts,"Jenny Beavan, John Bright","Maggie Smith, Helena Bonham Carter, Denholm Elliott, Julian Sands, Simon Callow, Patrick Godfrey, Judi Dench, Joan Henley, Amanda Walker, Daniel Day-Lewis"
The_Lord_Of_The_Rings_The_Fellowship_Of_The_Ring_2001,Movie,DVD,The Lord of the Rings: The Fellowship of the Ring,2001,Peter Jackson,YES,,YES,,"The Lord of the Rings: The Two Towers, The Lord of the Rings: The Return of the King",YES,,178,"Action, Fantasy, Epic",,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens",Howard Shore,Andrew Lesnie,"Ngila Dickson, Richard Taylor","Elijah Wood, Ian McKellen, Orlando Bloom, Sean Bean, Alan Howard, Noel Appleby, Sean Astin, Sala Baker, Billy Boyd, Andy Serkis, Marton Csokas, Viggo Mortensen, Cate Blanchett, Mark Ferguson, Ian Holm, Christopher Lee"
The_Lord_Of_The_Rings_The_Two_Towers_2002,Movie,DVD,The Lord of the Rings: The Two Towers,2002,Peter Jackson,NO,,YES,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Return of the King,YES,,179,"Action, Fantasy, Epic",,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens",Howard Shore,Andrew Lesnie,"Ngila Dickson, Richard Taylor","Elijah Wood, Ian McKellen, Viggo Mortensen, Orlando Bloom, Bruce Allpress, Sean Astin, John Bach, Sala Baker, Cate Blanchett, Billy Boyd, Jed Bophy, Sam Comery, Brad Dourif, Calum Gittins, Bernard Hill, Buce Hopkins, Paris Howe Strewe, Christopher Lee"
The_Lord_Of_The_Rings_The_Return_Of_The_King_2003,Movie,DVD,The Lord of the Rings: The Return of the King,2003,Peter Jackson,NO,,YES,"The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers",,YES,,201,"Action, Fantasy, Epic",,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens",Howard Shore,Andrew Lesnie,"Ngila Dickson, Richard Taylor","Elijah Wood, Viggo Mortensen, Ian McKellen, Orlando Bloom, Noel Appleby, Ali Astin, Sean Astin, David Aston, John Bach, Sean Bean, Cate Blanchett, Billy Boyd, Sadwyn Brophy, Alistair Browning, Marton Csokas, Richard Edge, Jason Fitch, Bernard Hill"
Fantastic_Four_2005,Movie,DVD,Fantastic Four,2005,Tim Story,YES,,YES,,,NO,Fantastic Four: Rise of the Silver Surfer,106,"Action, Fantasy, SciFi",,"Mark Frost, Michael France, Stan Lee",John Ottman,Oliver Wood,Jose Fernandez,"Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba, Julian McMahon, Hamish Linklater, Kerry Washington, Laurie Holden"
